ID,Paper,No,Cell,Type,Phase,Genl,Ion,Charge,Irmods,LET,E,alpha_x,beta_x,alpha_l,beta_l
13,furusawa00,109,HSG,n,a,6,20Ne,10,m,340,14.3,0.313,0.0615,1.211,0.0005
13,furusawa00,110,HSG,n,a,6,20Ne,10,m,343,14.1,0.313,0.0615,1.253,0
13,furusawa00,111,HSG,n,a,6,20Ne,10,m,347,13.9,0.313,0.0615,1.315,0.0004
13,furusawa00,112,HSG,n,a,6,20Ne,10,m,361,13.3,0.313,0.0615,1.068,0
13,furusawa00,113,HSG,n,a,6,20Ne,10,m,373,12.8,0.313,0.0615,0.998,0
13,furusawa00,114,HSG,n,a,6,20Ne,10,m,445,9.65,0.313,0.0615,0.871,0.0005
13,furusawa00,115,HSG,n,a,6,20Ne,10,m,528,7.71,0.313,0.0615,0.829,0
13,furusawa00,116,HSG,n,a,6,20Ne,10,m,654,5.58,0.313,0.0615,0.7,0
13,furusawa00,117,T1,n,a,6,12C,6,m,21.8,131,0.0305,0.0585,0.289,0.075
13,furusawa00,118,T1,n,a,6,12C,6,m,21.8,131,0.0305,0.0585,0.155,0.0941
13,furusawa00,119,T1,n,a,6,12C,6,m,39.7,56.2,0.0305,0.0585,0.45,0.127
13,furusawa00,120,T1,n,a,6,12C,6,m,39.8,56,0.0305,0.0585,0.243,0.1194
13,furusawa00,121,T1,n,a,6,12C,6,m,61.5,32.4,0.0305,0.0585,0.321,0.1989
13,furusawa00,122,T1,n,a,6,12C,6,m,80.4,24.5,0.0305,0.0585,0.69,0.2795
13,furusawa00,123,T1,n,a,6,12C,6,m,109,16.7,0.0305,0.0585,0.562,0.497
13,furusawa00,124,T1,n,a,6,12C,6,m,144,12.2,0.0305,0.0585,0.827,0.2913
13,furusawa00,125,T1,n,a,6,12C,6,m,252,5.7,0.0305,0.0585,0.965,0.3529
13,furusawa00,126,T1,n,a,6,20Ne,10,m,61.9,130,0.0305,0.0585,0.216,0.2575
13,furusawa00,127,T1,n,a,6,20Ne,10,m,81.6,81.9,0.0305,0.0585,0.776,0.1801
13,furusawa00,128,T1,n,a,6,20Ne,10,m,81.8,81.6,0.0305,0.0585,0.611,0.2385
13,furusawa00,129,T1,n,a,6,20Ne,10,m,101,64.3,0.0305,0.0585,0.776,0.1801
13,furusawa00,130,T1,n,a,6,20Ne,10,m,103,61.9,0.0305,0.0585,0.685,0.2372
13,furusawa00,131,T1,n,a,6,20Ne,10,m,111,57.2,0.0305,0.0585,0.844,0.3641
13,furusawa00,132,T1,n,a,6,20Ne,10,m,166,33.8,0.0305,0.0585,0.998,0.1562
13,furusawa00,133,T1,n,a,6,20Ne,10,m,176,31.5,0.0305,0.0585,0.891,0.2543
13,furusawa00,134,T1,n,a,6,20Ne,10,m,222,24.2,0.0305,0.0585,1.121,0.0243
13,furusawa00,135,T1,n,a,6,20Ne,10,m,249,20.3,0.0305,0.0585,0.792,0.1327
13,furusawa00,136,T1,n,a,6,20Ne,10,m,262,19.2,0.0305,0.0585,0.849,0.1305
13,furusawa00,137,T1,n,a,6,20Ne,10,m,340,14.3,0.0305,0.0585,0.793,0.0674
13,furusawa00,138,T1,n,a,6,20Ne,10,m,361,13.3,0.0305,0.0585,0.735,0.0534
14,suzuki00,1,NB1RGB,n,a,6,12C,6,m,13.3,271.2,0.428,0.052,0.565,0.047
14,suzuki00,2,HFL-III,n,a,6,12C,6,m,13.3,271.2,0.415,0.062,0.543,0.066
14,suzuki00,3,LC-1sq,t,a,6,12C,6,m,13.3,271.2,0.245,0.127,0.492,0.069
14,suzuki00,4,A-549,t,a,6,12C,6,m,13.3,271.2,0.075,0.045,0.218,0.044
14,suzuki00,5,C32TG,t,a,6,12C,6,m,13.3,271.2,0.251,0.04,0.337,0.041
14,suzuki00,6,Marcus,t,a,6,12C,6,m,13.3,271.2,0.178,0.047,0.308,0.058
14,suzuki00,7,U-251MGKO,t,a,6,12C,6,m,13.3,0,0,0.078,0.109,0.097
14,suzuki00,8,SK-MG-1,t,a,6,12C,6,m,13.3,271.2,0.109,0.053,0.222,0.053
14,suzuki00,9,KNS-89,t,a,6,12C,6,m,13.3,271.2,0.053,0.09,0.129,0.102
14,suzuki00,10,KS-1,t,a,6,12C,6,m,13.3,271.2,0.745,0.035,0.897,0.029
14,suzuki00,11,A-172,t,a,6,12C,6,m,13.3,271.2,0.363,0.081,0.848,0.019
14,suzuki00,12,ONS-76,t,a,6,12C,6,m,13.3,271.2,0.096,0.09,0.184,0.129
14,suzuki00,13,KNS-60,t,a,6,12C,6,m,13.3,271.2,0.032,0.048,0.181,0.056
14,suzuki00,14,Becker,t,a,6,12C,6,m,13.3,271.2,0.1,0.022,0.129,0.024
14,suzuki00,15,T98G,t,a,6,12C,6,m,13.3,271.2,0.064,0.046,0.127,0.065
14,suzuki00,16,SF126,t,a,6,12C,6,m,13.3,271.2,0.211,0.064,0.399,0.061
14,suzuki00,17,NB1RGB,n,a,6,12C,6,m,77.1,25.1,0.428,0.052,1.556,0
14,suzuki00,18,HFL-III,n,a,6,12C,6,m,77.1,25.1,0.415,0.062,1.624,0
14,suzuki00,19,LC-1sq,t,a,6,12C,6,m,77.1,25.1,0.245,0.127,1.461,0.061
14,suzuki00,20,A-549,t,a,6,12C,6,m,77.1,25.1,0.075,0.045,0.721,0.052
14,suzuki00,21,C32TG,t,a,6,12C,6,m,77.1,25.1,0.251,0.04,1.123,0.016
14,suzuki00,22,Marcus,t,a,6,12C,6,m,77.1,25.1,0.178,0.047,0.733,0.137
14,suzuki00,23,U-251MGKO,t,a,6,12C,6,m,13.3,0,0,0.078,0.467,0.189
14,suzuki00,24,SK-MG-1,t,a,6,12C,6,m,77.1,25.1,0.109,0.053,0.619,0.129
14,suzuki00,25,KNS-89,t,a,6,12C,6,m,77.1,25.1,0.053,0.09,0.645,0.15
14,suzuki00,26,KS-1,t,a,6,12C,6,m,77.1,25.1,0.745,0.035,2.022,0
14,suzuki00,27,A-172,t,a,6,12C,6,m,77.1,25.1,0.363,0.081,1.903,0
14,suzuki00,28,ONS-76,t,a,6,12C,6,m,77.1,25.1,0.096,0.09,0.664,0.405
14,suzuki00,29,KNS-60,t,a,6,12C,6,m,77.1,25.1,0.032,0.048,0.816,0.041
14,suzuki00,30,Becker,t,a,6,12C,6,m,77.1,25.1,0.1,0.022,0.316,0.073
14,suzuki00,31,T98G,t,a,6,12C,6,m,77.1,25.1,0.064,0.046,0.432,0.09
14,suzuki00,32,SF126,t,a,6,12C,6,m,77.1,25.1,0.211,0.064,0.894,0.088
15,belli00,1,HF19,n,a,6,1H,1,m,7.7,5.24,0.64,0,0.55,0
15,belli00,2,HF19,n,a,6,1H,1,m,19.5,1.54,0.64,0,0.54,0
15,belli00,3,HF19,n,a,6,1H,1,m,29,0.86,0.64,0,0.52,0
15,belli00,4,M10,n,a,6,1H,1,m,9.1,4.29,0.52,0,0.5,0
15,belli00,5,M10,n,a,6,1H,1,m,21.4,1.35,0.52,0,0.49,0
15,belli00,6,M10,n,a,6,1H,1,m,33,0.69,0.52,0,0.93,0
15,belli00,7,SCC25,t,a,6,1H,1,m,7.7,5.24,0.57,0.031,0.41,0.092
15,belli00,8,SCC25,t,a,6,1H,1,m,19.7,1.51,0.57,0.031,0.87,0
15,belli00,9,SCC25,t,a,6,1H,1,m,29.5,0.84,0.57,0.031,0.81,0
15,belli00,10,SQ20B,t,a,6,1H,1,m,7.7,5.24,0.13,0.017,0.15,0.011
15,belli00,11,SQ20B,t,a,6,1H,1,m,19.8,1.5,0.13,0.017,0.23,0.004
15,belli00,12,SQ20B,t,a,6,1H,1,m,30,0.81,0.13,0.017,0.57,0
16,tsuruoka05,1,NB1RGB,n,a,6,12C,6,m,38,61.6,0.559,0.032,1.131,0
16,tsuruoka05,2,NB1RGB,n,a,6,12C,6,m,55,39,0.559,0.032,1.171,0
16,tsuruoka05,3,NB1RGB,n,a,6,12C,6,m,84,23.5,0.559,0.032,2.295,0
16,tsuruoka05,4,NB1RGB,n,a,6,12C,6,m,91,21.3,0.559,0.032,2.242,0
16,tsuruoka05,5,NB1RGB,n,a,6,12C,6,m,94,20.5,0.559,0.032,2.201,0
16,tsuruoka05,6,NB1RGB,n,a,6,12C,6,m,98,19.5,0.559,0.032,2.723,0
16,tsuruoka05,7,NB1RGB,n,a,6,12C,6,m,13,291,0.559,0.032,0.743,0
16,tsuruoka05,8,NB1RGB,n,a,6,12C,6,m,19,157,0.559,0.032,0.843,0
16,tsuruoka05,9,NB1RGB,n,a,6,12C,6,m,38,61.6,0.559,0.032,0.964,0
16,tsuruoka05,10,NB1RGB,n,a,6,12C,6,m,54,39.9,0.559,0.032,1.278,0
16,tsuruoka05,11,NB1RGB,n,a,6,12C,6,m,64,32.5,0.559,0.032,1.613,0
16,tsuruoka05,12,NB1RGB,n,a,6,12C,6,m,73,27.8,0.559,0.032,1.76,0
16,tsuruoka05,13,NB1RGB,n,a,6,12C,6,m,76,26.5,0.559,0.032,2.208,0
16,tsuruoka05,14,NB1RGB,n,a,6,12C,6,m,80,24.9,0.559,0.032,2.108,0
16,tsuruoka05,15,NB1RGB,n,a,6,20Ne,10,m,45,200,0.559,0.032,1.01,0
16,tsuruoka05,16,NB1RGB,n,a,6,20Ne,10,m,59,134,0.559,0.032,1.097,0
16,tsuruoka05,17,NB1RGB,n,a,6,20Ne,10,m,77,93,0.559,0.032,1.459,0
16,tsuruoka05,18,NB1RGB,n,a,6,20Ne,10,m,105,62.5,0.559,0.032,1.506,0
16,tsuruoka05,19,NB1RGB,n,a,6,20Ne,10,m,132,47,0.559,0.032,1.934,0
16,tsuruoka05,20,NB1RGB,n,a,6,20Ne,10,m,158,37.7,0.559,0.032,1.853,0
16,tsuruoka05,21,NB1RGB,n,a,6,20Ne,10,m,177,32.8,0.559,0.032,2.268,0
16,tsuruoka05,22,NB1RGB,n,a,6,20Ne,10,m,30,415,0.559,0.032,0.957,0
16,tsuruoka05,23,NB1RGB,n,a,6,20Ne,10,m,44,208,0.559,0.032,1.117,0
16,tsuruoka05,24,NB1RGB,n,a,6,20Ne,10,m,58,138,0.559,0.032,1.405,0
16,tsuruoka05,25,NB1RGB,n,a,6,20Ne,10,m,77,93,0.559,0.032,1.298,0
16,tsuruoka05,26,NB1RGB,n,a,6,20Ne,10,m,105,62.5,0.559,0.032,1.338,0
16,tsuruoka05,27,NB1RGB,n,a,6,20Ne,10,m,127,49,0.559,0.032,1.994,0
16,tsuruoka05,28,NB1RGB,n,a,6,20Ne,10,m,156,38,0.559,0.032,1.887,0
16,tsuruoka05,29,NB1RGB,n,a,6,20Ne,10,m,184,31,0.559,0.032,2.248,0
16,tsuruoka05,30,NB1RGB,n,a,6,28Si,14,m,55,500,0.559,0.032,1.385,0
16,tsuruoka05,31,NB1RGB,n,a,6,28Si,14,m,59,400,0.559,0.032,1.305,0
16,tsuruoka05,32,NB1RGB,n,a,6,28Si,14,m,69,300,0.559,0.032,1.338,0
16,tsuruoka05,33,NB1RGB,n,a,6,28Si,14,m,113,140,0.559,0.032,1.7,0
16,tsuruoka05,34,NB1RGB,n,a,6,28Si,14,m,145,100,0.559,0.032,1.961,0
16,tsuruoka05,35,NB1RGB,n,a,6,28Si,14,m,173,80,0.559,0.032,2.034,0
16,tsuruoka05,36,NB1RGB,n,a,6,28Si,14,m,214,60,0.559,0.032,1.967,0
16,tsuruoka05,37,NB1RGB,n,a,6,56Fe,26,m,200,450,0.559,0.032,2.168,0
16,tsuruoka05,38,NB1RGB,n,a,6,56Fe,26,m,260,270,0.559,0.032,2.021,0
16,tsuruoka05,39,NB1RGB,n,a,6,56Fe,26,m,300,210,0.559,0.032,1.86,0
16,tsuruoka05,40,NB1RGB,n,a,6,56Fe,26,m,350,165,0.559,0.032,1.753,0
16,tsuruoka05,41,NB1RGB,n,a,6,56Fe,26,m,400,135,0.559,0.032,1.679,0
17,belli08,1,HF19,n,a,6,12C,6,m,39,59,0.64,0,1.71,0
17,belli08,2,HF19,n,a,6,12C,6,m,94,19,0.64,0,1.21,0
17,belli08,3,HF19,n,a,6,12C,6,m,222,6.7,0.64,0,0.84,0
17,belli08,4,HF19,n,a,6,12C,6,m,303,4.5,0.64,0,0.86,0
17,belli08,5,M/10,n,a,6,12C,6,m,13,290,0.3,0.068,0.61,0.089
17,belli08,6,M/10,n,a,6,12C,6,m,24,135,0.3,0.068,0.58,0.119
17,belli08,7,M/10,n,a,6,12C,6,m,39,59,0.3,0.068,1.27,0
17,belli08,8,M/10,n,a,6,12C,6,m,94,19,0.3,0.068,2.3,0
17,belli08,9,M/10,n,a,6,12C,6,m,222,6.7,0.3,0.068,1.83,0
17,belli08,10,M/10,n,a,6,12C,6,m,303,4.5,0.3,0.068,1.91,0
17,belli08,11,SCC25,t,a,6,12C,6,m,13,290,0.63,0,0.66,0
17,belli08,12,SCC25,t,a,6,12C,6,m,24,135,0.63,0,0.69,0
17,belli08,13,SCC25,t,a,6,12C,6,m,94,19,0.63,0,2.51,0
17,belli08,14,SCC25,t,a,6,12C,6,m,222,6.7,0.63,0,0.93,0
17,belli08,15,SCC25,t,a,6,12C,6,m,303,4.5,0.63,0,0.87,0
17,belli08,16,SQ20B,t,a,6,12C,6,m,13,290,0.16,0.012,0.2,0.018
17,belli08,17,SQ20B,t,a,6,12C,6,m,24,135,0.16,0.012,0.16,0.031
17,belli08,18,SQ20B,t,a,6,12C,6,m,39,59,0.16,0.012,0.44,0.039
17,belli08,19,SQ20B,t,a,6,12C,6,m,94,19,0.16,0.012,1.02,0
17,belli08,20,SQ20B,t,a,6,12C,6,m,222,6.7,0.16,0.012,0.73,0
17,belli08,21,SQ20B,t,a,6,12C,6,m,303,4.5,0.16,0.012,0.72,0
17,belli08,22,V79,n,a,5.6,12C,6,m,13,290,0.18,0.025,0.25,0.026
17,belli08,23,V79,n,a,5.6,12C,6,m,24,135,0.18,0.025,0.3,0.025
17,belli08,24,V79,n,a,5.6,12C,6,m,94,19,0.18,0.025,1.37,0
17,belli08,25,V79,n,a,5.6,12C,6,m,222,6.7,0.18,0.025,1.1,0
17,belli08,26,V79,n,a,5.6,12C,6,m,303,4.5,0.18,0.025,0.78,0
17,belli08,27,M/10,n,a,6,12C,6,s,40,57,0.3,0.068,0.59,0.118
17,belli08,28,M/10,n,a,6,12C,6,s,75,26,0.3,0.068,0.94,0.129
17,belli08,29,SCC25,t,a,6,12C,6,s,40,57,0.63,0,0.94,0
17,belli08,30,SCC25,t,a,6,12C,6,s,50,43,0.63,0,0.97,0
17,belli08,31,SCC25,t,a,6,12C,6,s,75,26,0.63,0,1.05,0
17,belli08,32,SQ20B,t,a,6,12C,6,s,40,57,0.16,0.012,0.23,0.065
17,belli08,33,SQ20B,t,a,6,12C,6,s,50,43,0.16,0.012,0.34,0.039
17,belli08,34,SQ20B,t,a,6,12C,6,s,75,26,0.16,0.012,0.51,0.05
17,belli08,35,V79,n,a,5.6,12C,6,s,40,57,0.18,0.025,0.52,0.034
17,belli08,36,V79,n,a,5.6,12C,6,s,50,43,0.18,0.025,0.61,0.023
17,belli08,37,V79,n,a,5.6,12C,6,s,75,26,0.18,0.025,0.82,0.032
18,belli98,1,V79,n,a,5.6,1H,1,m,7.7,5.01,0.129,0.046,0.289,0.024
18,belli98,2,V79,n,a,5.6,1H,1,m,11,3.2,0.129,0.046,0.372,0.036
18,belli98,3,V79,n,a,5.6,1H,1,m,20,1.41,0.129,0.046,0.469,0.043
18,belli98,4,V79,n,a,5.6,1H,1,m,30.5,0.76,0.129,0.046,0.721,0
18,belli98,5,V79,n,a,5.6,1H,1,m,34.6,0.64,0.129,0.046,0.653,0
18,belli98,6,V79,n,a,5.6,1H,1,m,37.8,0.57,0.129,0.046,0.58,0
19,hall77,1,V79,n,a,5.6,40Ar,18,s,110.9,330,0.0954,0.0294,0.736,0.0174
19,hall77,2,V79,n,a,5.6,40Ar,18,s,304.9,72,0.0954,0.0294,0.7544,0
19,hall77,3,V79,n,a,5.6,40Ar,18,s,409.2,48,0.0954,0.0294,0.469,0
20,bird75,1,V79,n,a,5.6,4He,2,m,19.1,9.93,0.247,0.0133,0.00391,0.073
20,bird75,2,V79,n,a,5.6,7Li,3,m,43.4,9.85,0.247,0.0133,0.318,0.167
20,bird75,3,V79,n,a,5.6,11B,5,m,129.5,9.17,0.247,0.0133,1.184,0.0207
20,bird75,4,V79,n,a,5.6,12C,6,m,191,8.93,0.247,0.0133,1.156,0.082
20,bird75,5,V79,n,a,5.6,20Ne,10,m,656,6.15,0.247,0.0133,0.644,0.026
20,bird75,6,V79,n,a,5.6,40Ar,18,m,2000,5.09,0.247,0.0133,0.374,0
21,vneubeck09,1,RAT-1,t,a,5.6,12C,6,m,13.3,270,0.174,0.026,0.197,0.031
21,vneubeck09,2,RAT-1,t,a,5.6,12C,6,m,26,100,0.174,0.026,0.292,0.034
21,vneubeck09,3,RAT-1,t,a,5.6,12C,6,m,163,9.9,0.174,0.026,1.237,0
21,vneubeck09,4,IEC-6,n,a,5.6,12C,6,m,13.3,270,0.35,0.022,0.439,0.008
21,vneubeck09,5,IEC-6,n,a,5.6,12C,6,m,26,100,0.35,0.022,0.551,0.007
21,vneubeck09,6,IEC-6,n,a,5.6,12C,6,m,163,9.9,0.35,0.022,1.804,0
22,perris86,1,V79,n,a,5.6,1H,1,m,6,7.4,0.14,0.0055,0.21,0.023
22,perris86,2,V79,n,a,5.6,1H,1,m,12,3,0.14,0.0055,0.43,0
23,bettega83,1,EUE,n,a,6,1H,1,m,5.8,8,0.529,0.0025,0.71,0.04
23,bettega83,2,EUE,n,a,6,1H,1,m,4,12,0.529,0.0025,0.57,0.04
23,bettega83,3,EUE,n,a,6,1H,1,m,1.83,31,0.529,0.0025,0.35,0
24,cox77,1,V79,n,a,5.6,4He,2,m,20,8.8,0.143,0.0259,0.491,0.018
24,cox77,2,V79,n,a,5.6,4He,2,m,50,2.9,0.143,0.0259,0.933,0.0245
24,cox77,3,HF19,n,a,6,4He,2,m,28,5.9,0.792,0,1.253,0
24,cox77,4,HF19,n,a,6,4He,2,m,68,1.9,0.792,0,2.565,0
25,wouters96,1,V79,n,a,5.6,1H,1,s,2.33,22.8,0.06,0.022,0.109,0.0374
25,wouters96,2,V79,n,a,5.6,1H,1,s,2.73,18.8,0.06,0.022,0.102,0.0388
25,wouters96,3,V79,n,a,5.6,1H,1,s,2.89,17.6,0.06,0.022,0.101,0.039
25,wouters96,4,V79,n,a,5.6,1H,1,s,3.09,16.1,0.06,0.022,0.097,0.0402
25,wouters96,5,V79,n,a,5.6,1H,1,s,3.29,14.75,0.06,0.022,0.084,0.0426
25,wouters96,6,V79,n,a,5.6,1H,1,s,3.44,14.05,0.06,0.022,0.085,0.0426
25,wouters96,7,V79,n,a,5.6,1H,1,s,3.7,12.8,0.06,0.022,0.082,0.0428
25,wouters96,8,V79,n,a,5.6,1H,1,s,4,11.6,0.06,0.022,0.085,0.0434
25,wouters96,9,V79,n,a,5.6,1H,1,s,4.41,10.2,0.06,0.022,0.089,0.0432
25,wouters96,10,V79,n,a,5.6,1H,1,s,5.11,8.55,0.06,0.022,0.093,0.0439
25,wouters96,11,V79,n,a,5.6,1H,1,s,6.23,6.8,0.06,0.022,0.118,0.0439
26,combs09,1,U87-MG,t,a,6,12C,6,s,103,18,0.176,0.027,0.84,0
26,combs09,2,U87-MG,t,a,6,12C,6,m,170,9.8,0.176,0.027,1.45,0
26,combs09,3,LN229,t,a,6,12C,6,s,103,18,0.272,0.06,1.31,0
26,combs09,4,LN229,t,a,6,12C,6,m,170,9.8,0.272,0.06,2.16,0
27,kitajima10,1,SuSa,n,G0/G1,6,12C,6,m,24,120,0.98,0,1.167,0
27,kitajima10,2,SuSa,n,G0/G1,6,12C,6,m,40,60,0.98,0,1.167,0
27,kitajima10,3,SuSa,n,G0/G1,6,12C,6,m,50,43,0.98,0,1.235,0
27,kitajima10,4,SuSa,n,G0/G1,6,12C,6,m,60,35,0.98,0,1.499,0
27,kitajima10,5,SuSa,n,G0/G1,6,56Fe,26,m,200,450,0.98,0,1.774,0
27,kitajima10,6,AT1OS,n,G0/G1,6,12C,6,m,24,120,2.36,0,3.115,0
27,kitajima10,7,AT1OS,n,G0/G1,6,12C,6,m,40,60,2.36,0,3.752,0
27,kitajima10,8,AT1OS,n,G0/G1,6,12C,6,m,50,43,2.36,0,3.776,0
27,kitajima10,9,AT1OS,n,G0/G1,6,12C,6,m,60,35,2.36,0,3.54,0
27,kitajima10,10,AT1OS,n,G0/G1,6,56Fe,26,m,200,450,2.36,0,3.634,0
28,blomquist93,1,LS-174T,t,a,6,1H,1,s,4,11.6,0.541,0,0.653,0.004
28,blomquist93,2,V79,n,a,5.6,1H,1,s,4,11.6,0.126,0.0345,0.329,0.024
29,yang85,1,C3H10T1/2,n,a,5.6,12C,6,m,10.5,440,0.376,0.028,0.434,0.02
29,yang85,2,C3H10T1/2,n,a,5.6,20Ne,10,m,32,360,0.269,0.029,0.382,0.037
29,yang85,3,C3H10T1/2,n,a,5.6,28Si,14,m,51,580,0.257,0.02,0.31,0.07
29,yang85,4,C3H10T1/2,n,a,5.6,28Si,14,m,83,225,0.144,0.034,0.535,0.091
29,yang85,5,C3H10T1/2,n,a,5.6,40Ar,18,m,140,215,0.158,0.03,0.523,0.116
29,yang85,6,C3H10T1/2,n,a,5.6,56Fe,26,m,198,460,0.216,0.028,0.755,0.091
29,yang85,7,C3H10T1/2,n,a,5.6,56Fe,26,m,290,220,0.068,0.064,0.473,0.056
29,yang85,8,C3H10T1/2,n,a,5.6,56Fe,26,m,480,103,0.058,0.047,0.524,0.034
29,yang85,9,C3H10T1/2,n,a,5.6,238U,92,m,2080,990,0.022,0.06,0.234,0.016
30,miller95,1,C3H10T1/2,n,a,5.6,2H,1,m,3.8,12.9,0.14,0.05,0.18,0.02
30,miller95,2,C3H10T1/2,n,a,5.6,1H,1,m,15,2.25,0.14,0.05,0.82,0.06
30,miller95,3,C3H10T1/2,n,a,5.6,2H,1,m,40,0.275,0.14,0.05,1.38,0
30,miller95,4,C3H10T1/2,n,a,5.6,3He,2,m,75,1.67,0.14,0.05,1.79,0
30,miller95,5,C3H10T1/2,n,a,5.6,4He,2,m,90,1.28,0.14,0.05,1.42,0
30,miller95,6,C3H10T1/2,n,a,5.6,4He,2,m,120,0.83,0.14,0.05,2.02,0
30,miller95,7,C3H10T1/2,n,a,5.6,4He,2,m,150,0.59,0.14,0.05,2.12,0
30,miller95,8,C3H10T1/2,n,a,5.6,4He,2,m,200,0.36,0.14,0.05,1.46,0
30,miller95,9,C3H10T1/2,n,a,5.6,12C,6,m,265,5.36,0.14,0.05,1.78,0
30,miller95,10,C3H10T1/2,n,a,5.6,16O,8,m,418,6.04,0.14,0.05,0.98,0
31,czub08,1,CHO,n,a,5.6,12C,6,m,438,2.78,0.17,0.02,0.7,0.05
31,czub08,2,CHO,n,a,5.6,12C,6,m,576,1.69,0.17,0.02,0.64,0.01
31,czub08,3,CHO,n,a,5.6,20Ne,10,m,1017,2.81,0.17,0.02,0.45,0
31,czub08,4,CHO,n,a,5.6,20Ne,10,m,1245,1.74,0.17,0.02,0.38,0
32,kamlah11,1,A549,t,a,6,12C,6,m,168,9.9,0.314,0.027,1.333,0
33,aoki00,1,V79,n,a,5.6,12C,6,m,13,283,0.175,0.022,0.095,0.038
33,aoki00,2,V79,n,a,5.6,12C,6,m,30,83,0.175,0.022,0.378,0.023
33,aoki00,3,V79,n,a,5.6,12C,6,m,60,35,0.175,0.022,0.656,0.066
33,aoki00,4,V79,n,a,5.6,12C,6,m,110,16,0.175,0.022,1.012,0
33,aoki00,5,V79,n,a,5.6,12C,6,m,152,11,0.175,0.022,1.044,0
33,aoki00,6,V79,n,a,5.6,12C,6,m,237,6.4,0.175,0.022,0.713,0
34,han98,1,SHE,n,a,5.6,12C,6,m,13,283,0.383,0.028,0.526,0.034
34,han98,2,SHE,n,a,5.6,12C,6,m,50,43,0.383,0.028,0.949,0
34,han98,3,SHE,n,a,5.6,12C,6,m,100,18.5,0.383,0.028,1.275,0
34,han98,4,SHE,n,a,5.6,26Si,14,m,150,95,0.383,0.028,1.091,0
34,han98,5,SHE,n,a,5.6,26Si,14,m,240,50,0.383,0.028,0.929,0
34,han98,6,SHE,n,a,5.6,26Si,14,m,400,25,0.383,0.028,0.75,0
35,hamada10,1,H1299,t,a,6,12C,6,m,13,280,0.035,0.037,0.125,0.032
35,hamada10,2,H1299,t,a,6,20Ne,10,m,35,300,0.035,0.037,0.034,0.079
35,hamada10,3,H1299,t,a,6,26Si,14,m,55,500,0.035,0.037,0.159,0.073
35,hamada10,4,H1299,t,a,6,40Ar,18,m,85,600,0.035,0.037,0.3,0.05
35,hamada10,5,H1299,t,a,6,56Fe,26,m,200,450,0.035,0.037,0.232,0.112
35,hamada10,6,H1299,t,a,6,12C,6,m,30,80,0.035,0.037,0.126,0.006
35,hamada10,7,H1299,t,a,6,12C,6,m,70,28,0.035,0.037,0.38,0.042
35,hamada10,8,H1299,t,a,6,12C,6,m,100,20,0.035,0.037,0.44,0.091
36,claesson11,1,V79,n,a,5.6,4He,2,m,110,1.625,0.098,0.015,1.54,0
36,claesson11,2,V79,n,G1,5.6,4He,2,m,110,1.625,0.357,0,2.18,0
36,claesson11,3,V79,n,Se,5.6,4He,2,m,110,1.625,0.271,0,1.99,0
36,claesson11,4,V79,n,Sm,5.6,4He,2,m,110,1.625,0.183,0.014,1.44,0
36,claesson11,5,V79,n,Sl,5.6,4He,2,m,110,1.625,0.117,0.027,1.82,0
36,claesson11,6,V79,n,M,5.6,4He,2,m,110,1.625,0.422,0.024,1.38,0
37,wedenberg10,1,T1,n,a,6,4He,2,m,25,6.8,0.243,0.027,0.616,0.017
37,wedenberg10,2,T1,n,a,6,4He,2,m,61,2.2,0.243,0.027,1.189,0
37,wedenberg10,3,T1,n,a,6,4He,2,m,88,1.3,0.243,0.027,1.51,0
37,wedenberg10,4,T1,n,a,6,4He,2,m,110,0.93,0.243,0.027,1.77,0
37,wedenberg10,5,T1,n,a,6,4He,2,m,165,0.46,0.243,0.027,1.23,0
38,miller90,1,C3H10T1/2,n,a,6,2H,1,m,40,0.55,0.14,0.05,0.243,0.027
39,tobias80,1,V79,n,S,5.6,40Ar,18,m,370,55,0.172,0.015,0.734,0
39,tobias80,2,V79,n,G1,5.6,40Ar,18,m,370,55,0.447,0.021,0.885,0
40,cox79,1,HF19,n,a,6,4He,2,m,20,8.8,0.797,0,1.09,0
40,cox79,2,HF19,n,a,6,4He,2,m,50,2.8,0.797,0,1.98,0
40,cox79,3,HF19,n,a,6,4He,2,m,90,1.24,0.797,0,3.16,0
40,cox79,4,HF19,n,a,6,11B,5,m,110,10.3,0.797,0,2.96,0
40,cox79,5,HF19,n,a,6,11B,5,m,160,6.6,0.797,0,2.79,0
40,cox79,6,HF19,n,a,6,11B,5,m,200,5,0.797,0,2,0
40,cox79,7,HF19,n,a,6,14N,7,m,470,3.8,0.797,0,1.38,0
41,ito06,1,HL-60,t,a,6,12C,6,m,20,126,0.282,0.059,0.741,0.075
41,ito06,2,HL-60,t,a,6,12C,6,m,60,32,0.282,0.059,1.518,0
41,ito06,3,HL-60,t,a,6,12C,6,m,80,26,0.282,0.059,1.42,0
41,ito06,4,HL-60,t,a,6,26Si,14,m,100,143,0.282,0.059,1.425,0
41,ito06,5,HL-60,t,a,6,26Si,14,m,200,57,0.282,0.059,1.433,0
41,ito06,6,HL-60,t,a,6,26Si,14,m,300,30,0.282,0.059,1.182,0
41,ito06,7,HL-60,t,a,6,56Fe,26,m,440,100,0.282,0.059,0.727,0
42,tilly99,1,V79,n,a,5.6,14N,7,m,78,37,0.112,0.03,0.528,0.086
